#{"t_start": 1763070829.3985534, "env_id": "None"}
r,l,t
128.007607,131,103.590724
128.0,128,103.778619
-18.997196,34,103.8341
101.0,1,103.836248
-18.997305,38,103.891262
127.020629,143,104.163059
128.002751,128,104.358196
130.004899,110,104.511042
128.012856,125,104.758256
131.019556,119,104.96954
-18.982723,49,105.044016
-18.990833,39,105.099115
131.003084,117,105.263474
-18.977334,34,105.375175
128.00857,134,105.578836
128.002879,121,105.745708
130.005287,135,105.994286
130.000155,126,106.187732
131.012732,122,106.360984
132.01302,118,106.523991
126.010665,109,106.748632
125.012356,118,106.959292
-18.992571,45,107.033106
134.0,120,107.201621
128.0,120,107.447987
130.017675,107,107.608122
130.007568,116,107.774415
133.003816,116,107.996994
-18.991528,51,108.089459
101.0,1,108.091247
129.007364,100,108.238837
130.013514,126,108.420733
-18.99961,49,108.494905
-18.984718,47,108.558167
132.030778,98,108.766045
132.01101,110,108.937036
122.006809,106,109.124704
-18.991148,41,109.189093
137.010181,90,109.376868
-18.992268,45,109.459481
143.012652,118,109.623636
-18.996382,51,109.701102
132.002926,110,109.848245
-18.992381,31,109.899789
-18.98803,52,110.029937
101.0,1,110.032154
-18.987871,56,110.12056
134.003,101,110.268558
132.033958,115,110.427187
-18.995946,40,110.489858
-18.989911,47,110.615936
131.02533,130,110.820035
132.014846,133,111.00787
-19.0,54,111.083977
129.020949,115,111.382632
-18.971619,41,111.456181
121.036011,127,111.633359
-18.993238,43,111.699887
101.0,1,111.701478
127.010537,107,111.849765
131.019184,122,112.088451
128.005501,124,112.274379
126.024569,100,112.416208
-18.989985,35,112.472903
126.010755,117,112.702156
-19.0,33,112.755486
130.004061,124,112.937245
126.06466,97,113.082948
129.020789,116,113.308036
130.043342,118,113.554849
128.042788,114,113.713017
132.010016,104,113.862279
129.008205,98,114.074334
130.01855,123,114.263547
12.009998,108,114.418858
-18.994105,32,114.466468
126.035837,120,114.69558
132.007322,103,114.859507
-18.981014,53,114.934219
-7.95595,33,114.983008
130.011323,114,115.141
132.023879,108,115.362298
129.057761,124,115.547235
-18.939187,31,115.621075
156.0218,119,115.796863
-18.973715,44,115.865052
123.032749,143,116.136175
132.004064,112,116.300125
127.043297,134,116.48226
-18.969575,58,116.634169
-18.998109,66,116.746012
-18.983959,57,116.847194
-18.97916,60,116.935905
-18.987859,34,116.984931
-18.980227,60,117.069328
-18.991598,57,117.153379
-18.993112,34,117.2017
-18.986951,40,117.319364
-18.976091,36,117.386
-18.994251,60,117.486507
-18.989207,61,117.574447
-18.982968,36,117.626229
-18.992312,64,117.715264
-18.986394,44,117.777133
-18.980958,63,117.865985
133.015516,111,118.145572
-19.0,59,118.242444
-18.993667,54,118.317388
129.041451,147,118.520488
-18.989338,32,118.571406
-18.999284,44,118.694123
129.034684,132,118.881228
-18.964378,40,118.948321
-18.983477,45,119.014925
173.020828,106,119.155939
-18.988917,58,119.302067
129.018906,111,119.484899
130.019459,120,119.650236
128.03471,106,119.804708
-18.983424,57,119.948822
131.042872,106,120.136676
128.024404,110,120.319225
-18.981312,30,120.364578
141.016678,121,120.530231
-18.997601,70,120.691033
128.027621,111,120.868006
-18.982336,58,120.952718
129.023905,113,121.107685
-18.998182,80,121.279967
128.011838,104,121.447424
133.0,109,121.602871
123.007953,110,121.762728
127.002218,111,121.983445
-18.987734,32,122.037244
130.037023,109,122.199402
-18.990505,22,122.234677
101.0,1,122.236319
131.012749,114,122.442616
131.021805,109,122.655878
130.0,109,122.8276
130.012335,118,122.998694
130.014505,112,123.153496
128.018696,139,123.431351
128.006903,118,123.601211
132.001029,107,123.756518
130.02127,113,123.976935
-19.0,45,124.045847
177.01767,120,124.221432
128.004702,111,124.379746
-18.996275,46,124.445824
-19.0,28,124.481639
131.023951,115,124.813162
-18.981704,47,124.888246
101.0,1,124.889872
130.011386,110,125.046751
-19.0,66,125.137493
156.003216,111,125.352576
131.012325,125,125.552166
-19.0,50,125.627787
-18.994828,33,125.67535
-19.0,58,125.757028
-19.0,84,125.874583
132.01782,126,126.128629
-18.995928,60,126.214731
130.0,115,126.38162
131.012775,103,126.526415
130.023164,106,126.755276
-18.986922,43,126.856402
-17.980905,52,126.940809
127.003756,87,127.064608
-18.994567,33,127.11377
133.016132,105,127.327648
-18.996149,47,127.412197
128.020484,115,127.587713
132.003932,110,127.742567
131.009514,100,127.886493
133.010324,113,128.099711
-18.996472,48,128.179056
132.007632,114,128.335293
131.00566,103,128.485391
134.0,116,128.732802
132.003369,94,128.877392
129.015983,109,129.069279
132.016038,94,129.216905
-18.993675,43,129.343485
-18.97126,19,129.370109
128.015356,111,129.54652
130.002299,90,129.673368
130.004925,91,129.80118
129.015281,98,130.008675
-19.0,32,130.057907
-19.0,9,130.070302
-19.0,44,130.142022
133.0,124,130.305713
-18.994848,36,130.364901
119.002862,133,130.600345
-18.994226,37,130.657808
-18.990776,17,130.688711
101.0,1,130.690789
129.00485,116,130.862836
131.002715,104,131.013644
-18.996567,45,131.077516
179.020309,129,131.364207
129.007872,121,131.552088
-19.0,49,131.62266
-19.0,14,131.64612
-19.0,21,131.673201
160.000885,110,131.819374
131.016784,116,132.064188
129.005195,121,132.238716
-18.991498,50,132.314321
129.023198,114,132.470716
127.022444,115,132.705652
129.005328,130,132.898147
130.019457,109,133.055816
-18.998249,62,133.147025
129.011146,117,133.410513
127.024696,112,133.578358
127.022466,119,133.740875
132.0,117,133.970866
130.010673,111,134.140882
129.006437,123,134.3145
130.004244,110,134.528761
128.026027,98,134.691645
126.019576,116,134.853267
128.001787,114,135.01901
128.011732,140,135.328972
-18.980236,51,135.418575
101.0,1,135.420987
132.010925,118,135.589488
129.017734,127,135.768586
129.021288,133,136.022152
131.029747,146,136.238244
-18.965395,60,136.326433
-18.977312,68,136.427301
-18.997739,57,136.569701
-18.979205,56,136.664789
-18.985493,52,136.750716
-18.999372,62,136.83572
-19.0,40,136.898549
127.03574,127,137.072323
125.023054,150,137.410431
128.004684,126,137.586777
-19.0,44,137.654403
130.0,127,137.89146
131.019831,95,138.044616
-18.99998,45,138.108943
-19.0,22,138.14191
135.044156,125,138.307075
130.002152,114,138.524216
-18.987736,51,138.618318
131.066984,123,138.802423
132.021592,93,138.932758
128.00771,118,139.154186
129.0049,130,139.353931
131.005043,104,139.55684
128.026818,116,139.719703
129.010785,117,139.952775
-18.996912,71,140.06373
129.006411,114,140.22883
130.01532,133,140.41067
-19.0,46,140.545312
140.0,143,140.746148
130.005809,121,140.924979
130.003493,106,141.134414
131.001798,114,141.309299
-18.993121,62,141.405479
-19.0,52,141.483965
169.004128,128,141.652288
130.015973,103,141.925555
130.035193,113,142.086082
128.012083,111,142.243722
129.037801,107,142.391734
130.025794,109,142.616179
131.000493,115,142.792427
129.010062,87,142.915904
130.002516,110,143.137441
126.028289,106,143.305146
127.009054,109,143.456418
135.008491,105,143.601939
127.035971,112,143.824168
131.001241,125,144.04363
133.00228,117,144.207559
132.002355,111,144.422932
127.027793,114,144.593775
130.005617,119,144.767063
127.025138,114,144.925504
128.013217,115,145.172371
130.009004,97,145.327745
129.012408,98,145.466684
130.0,99,145.604431
133.000606,99,145.820731
131.004324,113,146.020896
130.04484,98,146.17036
-18.998958,46,146.240949
130.011629,148,146.506658
130.016607,115,146.681504
130.00349,116,146.847227
128.016928,121,147.076602
132.004581,115,147.263669
130.021481,121,147.435735
128.017842,128,147.617569
128.028185,104,147.829857
-18.993833,42,147.895406
-19.0,19,147.925184
132.026323,119,148.127527
130.006788,109,148.294026
130.002341,103,148.510054
126.010185,113,148.683556
132.005245,122,148.858062
131.004586,121,149.088606
-16.993494,112,149.267534
128.012939,144,149.465242
133.009544,117,149.688777
-18.990538,49,149.776871
101.0,1,149.778969
128.008451,117,149.959183
130.015072,110,150.121067
130.023599,112,150.314047
131.002082,110,150.540025
129.006825,121,150.722685
130.004431,127,150.902547
132.019964,114,151.130874
128.039005,166,151.370718
129.018021,155,151.586746
126.006393,135,151.86419
-18.999704,54,151.941823
-18.989857,15,151.966644
130.026015,105,152.113799
127.004013,117,152.34159
129.013934,115,152.553481
131.006139,118,152.722435
-18.985701,35,152.773937
127.020847,118,152.938166
131.010064,117,153.169656
128.011022,124,153.341105
134.015809,118,153.513404
128.014337,121,153.753934
-18.999769,69,153.867488
-18.981146,37,153.923676
129.010814,180,154.17067
129.002372,128,154.415717
-18.994518,43,154.487055
128.012399,100,154.622433
128.011497,122,154.837317
128.019737,110,155.060446
129.026452,146,155.276447
130.006342,117,155.438346
128.029141,115,155.660014
132.010069,97,155.802902
130.002994,152,156.020629
129.006228,123,156.256368
-18.991072,68,156.363319
-18.999747,34,156.420249
137.00773,115,156.578707
125.016645,117,156.73988
-18.989563,29,156.788745
-19.0,11,156.803422
101.0,1,156.805016
-18.980313,47,156.940793
-18.995772,45,157.018859
123.010894,153,157.256895
129.0,120,157.420837
-19.0,88,157.608208
129.009498,124,157.79568
-19.0,36,157.853687
126.014169,117,158.009898
127.023757,120,158.253966
-18.981075,75,158.376682
127.010814,118,158.543096
128.0,159,158.763258
128.000713,109,158.998817
129.028383,125,159.220128
129.008186,119,159.388153
130.017048,119,159.619139
-18.994258,66,159.731072
127.007894,139,159.926895
-18.979472,52,160.007988
128.001017,121,160.233474
131.000863,109,160.404366
127.000839,133,160.5914
129.004819,135,160.842391
127.0,118,161.026143
125.01213,126,161.199032
127.02376,126,161.415523
-18.996863,66,161.579864
129.000173,125,161.766749
129.003094,118,161.928757
129.005372,125,162.170228
130.0,114,162.347807
129.0,115,162.50719
128.003417,102,162.656927
129.0,111,162.888098
129.004632,166,163.132
129.009047,122,163.305132
128.006974,109,163.535039
129.021688,116,163.751112
-18.993034,29,163.794856
127.0,139,163.983433
131.010201,119,164.227645
-19.0,91,164.365471
129.002149,114,164.530466
131.0,121,164.702748
129.008991,117,164.95482
-18.997201,42,165.019848
135.003917,136,165.207525
128.008402,111,165.425454
128.014211,146,165.65076
129.000355,125,165.847066
