#{"t_start": 1763489288.3692653, "env_id": "None"}
r,l,t
124.439689,30,2443.679433
-13.381711,240,2450.075639
106.020233,20,2450.593413
138.96195,30,2451.41438
-23.383108,240,2457.805665
114.086581,31,2458.710514
6.107089,240,2465.078305
158.592291,49,2466.392317
11.809125,240,2472.797821
157.107062,71,2474.667768
167.431299,73,2476.56908
113.036529,24,2477.223034
133.015609,31,2478.002169
108.922387,26,2478.646291
126.038363,18,2479.187038
97.297841,21,2479.685975
122.545422,29,2480.405251
162.508785,75,2482.452676
116.074816,23,2483.06765
143.76561,65,2484.842393
122.470228,29,2485.58959
173.082204,68,2487.384918
133.518277,38,2488.427901
122.42432,16,2488.834978
148.88231,38,2489.883804
133.313778,31,2490.693249
122.374051,22,2491.243934
117.286385,36,2492.282416
111.037562,22,2492.898724
109.6909,18,2493.456338
18.531753,240,2500.033892
-11.595062,240,2506.614908
129.405803,29,2507.448437
109.311531,17,2507.88904
106.256121,18,2508.358093
-29.041814,240,2514.821227
110.784388,28,2515.568858
136.550766,44,2516.980723
139.627433,55,2518.469699
112.39527,37,2519.521301
160.816437,94,2522.049453
-5.167825,240,2528.468008
132.182707,23,2529.135851
110.760158,72,2531.050564
2.24693,240,2537.382711
147.916527,74,2539.372922
122.547163,42,2540.492964
-2.275912,240,2546.971716
112.54179,35,2547.838689
125.375531,132,2551.318784
157.721709,72,2553.268282
126.340318,34,2554.248056
125.78664,45,2555.417411
149.282944,56,2556.943315
146.589552,49,2558.311495
129.143434,22,2558.908175
132.758505,38,2559.936133
148.642205,38,2560.979391
2.737124,240,2567.229301
-42.441353,240,2573.429424
129.014879,28,2574.218667
121.225049,37,2575.230283
110.191981,24,2575.821473
-12.886887,240,2582.133181
141.792536,34,2583.071283
151.747211,48,2584.276323
109.113977,32,2585.172434
12.906868,240,2591.403275
-8.260537,240,2597.692567
129.372481,21,2598.217711
20.549861,240,2604.585346
148.799667,38,2605.563762
131.948114,23,2606.211975
95.902435,17,2606.653785
134.712705,66,2608.383838
125.35236,18,2608.823855
125.682698,18,2609.253338
154.213148,73,2611.164303
81.533496,17,2611.667723
138.889998,30,2612.421977
146.718269,49,2613.706713
125.932368,18,2614.148433
129.44414,21,2614.6878
145.409813,53,2616.082015
124.14387,41,2617.200444
126.220612,26,2617.920214
104.573426,20,2618.449407
166.014016,71,2620.2677
138.381391,29,2621.101727
163.407449,94,2623.631024
122.672923,16,2624.098507
-15.549804,240,2630.368488
135.283294,26,2631.011179
132.998955,31,2631.875801
-13.142322,240,2638.242207
-33.758057,240,2644.545813
111.227576,24,2645.136687
126.235943,32,2646.031665
90.271015,26,2646.72875
3.936953,240,2653.054653
106.019615,27,2653.711071
138.90166,36,2654.700405
136.086798,46,2655.83718
109.925928,19,2656.294753
109.272505,17,2656.785355
92.390517,27,2657.450031
115.357306,37,2658.543566
134.476599,56,2659.976044
58.320422,54,2661.365413
126.224215,26,2662.089622
113.977227,31,2662.839071
124.508319,51,2664.13913
135.847584,27,2664.77206
131.816484,23,2665.320409
-8.259072,240,2671.655863
-7.651893,240,2677.84041
25.127871,240,2684.140734
150.180884,87,2686.473959
137.112989,34,2687.402633
-8.231406,240,2693.757281
152.135723,86,2695.998903
119.509188,15,2696.45469
122.190811,23,2697.004793
55.296022,79,2699.078189
137.083067,76,2701.106385
-26.366885,240,2707.638691
119.058215,26,2708.304559
-5.785882,240,2714.841816
-14.235151,240,2721.146033
111.303736,28,2721.913055
21.215739,240,2728.400424
137.065879,44,2729.602665
-5.86694,240,2736.854877
114.742722,22,2737.461278
142.560256,120,2740.872458
122.547622,16,2741.294692
119.466125,39,2742.443174
125.68508,18,2742.908314
151.851905,42,2743.999227
162.035682,84,2746.420909
13.24912,240,2753.032819
112.764363,21,2753.660802
111.55936,113,2756.865966
93.249194,17,2757.386651
136.353782,34,2758.271065
120.722404,36,2759.254271
122.69078,16,2759.66333
138.765602,30,2760.482908
127.234231,45,2761.708627
141.82863,66,2763.514846
154.330239,68,2765.38762
114.596587,27,2766.104059
119.053797,64,2767.83971
125.637055,27,2768.630711
-15.527459,95,2771.215144
113.071126,20,2771.810981
123.258913,23,2772.408854
122.521303,16,2772.814698
131.858026,23,2773.440534
129.400735,35,2774.409691
1025.451361,240,2776.584492176.471856,131,2778.622299
13.63079,240,2785.169817
127.260984,38,2786.147905
5.134922,240,2792.895421
105.905581,29,2793.639386
137.30611,41,2794.780956
129.055027,21,2795.360442
134.126234,48,2796.726402
79.974832,26,2797.491111
93.404689,15,2797.931792
119.85086,40,2799.062548
172.234515,166,2803.600686
159.795868,86,2805.961929
-23.896657,240,2812.601187
129.694382,35,2813.566439
83.161421,24,2814.208161
121.194221,25,2814.879993
4.905733,240,2821.478048
105.684215,20,2822.005309
128.89091,21,2822.602939
125.427731,18,2823.070324
121.077348,19,2823.553883
128.832269,29,2824.329954
132.641125,24,2824.983598
11-13.785004,240,2826.4923128.5.116606,240,2832.986341
151.531473,42,2834.211453
129.66807,35,2835.083938
130.653471,45,2836.355007
14.314193,240,2842.964264
158.255167,179,2847.896541
169.742325,218,2853.849044
144.809117,35,2854.800121
-14.192105,240,2861.405401
7.981155,240,2867.959295
83.130426,32,2868.884236
105.781575,28,2869.650648
-18.138695,240,2876.279067
102.525397,25,2877.139177
129.226324,127,2880.651627
115.729963,16,2881.071915
115.66903,38,2882.201931
130.736282,41,2883.266615
99.463994,22,2883.916589
6.350712,240,2890.477678
132.040977,23,2891.09861
-13.128819,240,2897.701489
109.052882,24,2898.323361
120.545048,35,2899.19896
114.404715,15,2899.644012
113.475158,21,2900.161898
18.740576,240,2906.592826
163.728581,65,2908.236431
126.177059,33,2909.142237
126.4142,33,2910.042668
104.516738,22,2910.654493
91.026123,20,2911.169373
120.270011,42,2912.339638
97.207971,22,2912.945988
110.522397,50,2914.339655
146.491597,94,2916.888145
149.902395,85,2919.269503
141.760722,31,2920.07759
125.874039,18,2920.545285
-14.693048,240,2927.155922
122.457862,16,2927.566945
121.22784,26,2928.217074
119.550967,15,2928.660943
119.845602,26,2929.312845
134.509763,107,2932.115871
145.396254,36,2933.039472
149.690999,89,2935.552329
99.670101,17,2936.068199
106.12246,20,2936.591774
113.89023,32,2937.445091
132.243604,23,2938.121318
122.478521,16,2938.526217
136.824735,40,2939.617486
137.393167,233,2945.79437
149.010584,39,2946.839407
89.177524,20,2947.35993
135.752627,34,2948.19657
118.810031,15,2948.645724
129.140296,90,2951.01312
116.462483,24,2951.633243
13.951056,240,2954.059577
156.469126,89,2956.670554--14.709374,240,2963.186233-33.028552,240,2966.298445
132.235105,23,2966.876051
123.107922,29,2967.746983
97.516975,22,2968.33704
122.883068,25,2969.060423
12125.994374,70,2970.16698515132.859263,38,2971.18689151.315999,99,2973.213861
14-563.654746,240,2978.40719
142.021914,33,2979.2762-7.193605,240,2982.446288
158.332602,183,2987.244021
15.697717,240,2993.514424
124.559076,157,2997.747115
127.192955,31,2998.615836
135.195182,46,2999.764035
89.481926,32,3000.67352
113.188113,21,3001.202004
122.430108,16,3001.614195
106.96185,17,3002.122139
159.354107,60,3003.66601
125.581038,18,3004.194309
113.415239,21,3004.730232
139.849307,78,3006.765267
-18.014955,240,3013.10228
112.910796,21,3013.630294
135.719153,42,3014.789311
116.319886,23,3015.375996
136.199919,213,3021.151202
147.689323,57,3022.712116
95.521499,25,3023.353704
126.598478,45,3024.60419
109.007139,23,3025.168607
111.039042,21,3025.753189
146.990023,55,3027.164706
91.64654,18,3027.690287
-10.913413,240,3033.927653
143.003834,74,3035.850122
116.221317,26,3036.508213
151.739149,94,3039.12574
127.087368,59,3040.772176
124.127903,49,3042.032961
134.313377,149,3045.946016
106.5095,20,3046.550311
-7.049856,240,3052.901858
113.393136,21,3053.438582
154.880657,56,3055.022343
138.934711,29,3055.855242
-19.408415,240,3062.182968
3.807373,240,3068.623043
157.716401,181,3073.45672
158.536747,54,3074.951617
131.165076,37,3075.95098
144.522356,104,3078.838387
158.696317,94,3081.32615
-8.400763,240,3087.661559
137.062076,39,3088.654067
-9.632581,240,3094.960599
155.302864,45,3096.121649
17.175713,240,3102.652517
-14.677914,240,3109.028206
132.654701,31,3109.817552
143.554382,183,3114.685131
6.306746,240,3121.285074
-16.147085,240,3127.749449
152.007649,59,3129.357218
-34.043845,240,3135.762585
66.739438,18,3136.204124
118.289513,29,3137.057503
149.555711,53,3138.535302
159.384649,57,3139.99268
125.443993,18,3140.51717
-10.499378,240,3146.81944
104.505391,22,3147.374859
101.881188,20,3147.990411
134.108866,129,3151.461048
104.574691,22,3152.03763
-2.451119,240,3158.338226
68.973383,21,3158.994671
142.738406,57,3160.643841
129.591162,21,3161.190226
151.843083,109,3164.069654
131.130655,107,3166.884939
113.955003,31,3167.654202
-11.491959,240,3174.14194
156.405534,71,3176.057436
151.787144,74,3178.025972
108.998679,21,3178.570647
137.175874,78,3180.664339
142.396652,33,3181.583324
112.649281,20,3182.084682
173.644258,74,3184.022711
122.91761,24,3184.645649
132.916361,38,3185.679554
105.988429,21,3186.231652
105.33936,27,3186.978496
3.966581,240,3193.192006
110.803731,22,3193.749343
140.729011,42,3194.893776
129.969319,65,3196.563691
120.204326,50,3197.8173
167.763263,190,3202.833736
131.706173,51,3204.123096
168.88737,65,3205.803227
118.50235,14,3206.156399
122.428549,29,3206.89244
131.553508,135,3210.487138
122.372087,16,3210.990943
10.136021,240,3217.452909
116.168412,24,3218.136833
153.208929,113,3221.148171
-18.37633,240,3227.733586
132.81099,31,3228.523225
106.40509,20,3229.125568
21.825134,240,3235.412281
117.29879,23,3236.008963
-24.175314,240,3242.609278
136.062792,27,3243.29665
101.189268,237,3249.665196
133.036754,31,3250.502976
-127.97472,240,3256.947418
129.503778,29,3257.739299
119.36072,15,3258.136492
136.506007,58,3259.705166
135.862087,43,3260.881151
130.537096,26,3261.56294
-9.348849,240,3268.15916
81.036904,18,3268.638937
-2.734034,240,3275.080455
130.619576,36,3276.078885
115.267851,14,3276.42441
148.149647,64,3278.116566
145.785385,36,3279.027225
125.713064,41,3280.140633
125.104011,45,3281.372105
119.263638,15,3281.755994
129.82283,28,3282.494775
-11.03704,240,3288.892061
121.245279,26,3289.587155
10.657299,240,3296.085976
117.27212,24,3296.700477
122.559289,43,3297.907513
113.971729,23,3298.511013
121.464898,25,3299.180668
-10.259359,240,3305.822498
100.421557,171,3310.490257
-3.095234,240,3317.052391
122.487966,16,3317.472844
135.571455,33,3318.418058
112.879901,18,3318.893145
5.767645,240,3325.497311
41.962972,240,3331.995942
145.659028,36,3333.048446
90.468296,26,3333.739549
115.053973,42,3334.929854
129.272002,21,3335.49584
174.773988,116,3338.763028
138.941903,46,3340.032195
-0.851991,240,3346.676416
122.609812,43,3347.866437
-16.062523,240,3354.425938
137.001043,42,3355.596058
125.654223,18,3356.072234
99.472612,20,3356.555869
125.883202,32,3357.667497
100.719333,19,3358.156179
119.404818,15,3358.525267
119.924949,27,3359.315114
97.808576,13,3359.65342
-5.423881,240,3365.896075
136.933241,36,3366.876301
109.399453,17,3367.287731
-12.448906,240,3373.649829
89.648658,35,3374.656951
167.425643,77,3376.65369
70.832257,28,3377.382452
117.85508,24,3378.088517
122.809251,16,3378.514078
120.919992,26,3379.15638
-16.287048,240,3385.58314
119.438407,15,3385.974611
155.702006,52,3387.413267
135.746639,27,3388.142867
131.036807,152,3392.221349
-0.024726,240,3398.672147
-8.141549,240,3405.105182
152.306649,62,3406.853803
107.866309,25,3407.618278
111.844971,35,3408.499243
112.987107,20,3409.112578
128.706968,20,3409.648788
126.307217,32,3410.506799
132.595969,53,3411.922906
118.909766,21,3412.536804
-22.066708,240,3418.836031
131.786228,23,3419.414941
40.588572,140,3423.147186
131.867448,23,3423.843042
162.532134,153,3427.880992
155.739339,53,3429.221385
173.131163,89,3431.608351
112.354449,15,3431.993093
119.327924,15,3432.381536
102.417041,74,3434.359481
105.473629,28,3435.056214
109.749368,18,3435.610243
154.675758,114,3438.586695
117.517036,22,3439.254368
142.150733,32,3440.031972
129.316184,21,3440.558042
155.314834,45,3441.816909
-3.622807,240,3448.041488
129.242421,21,3448.621323
4.494266,240,3454.853618
135.052192,47,3456.343043
97.465483,19,3456.878242
-14.290077,240,3463.424386
148.755081,38,3464.384865
111.97501,17,3464.828991
-14.261415,240,3471.193519
145.499848,43,3472.34656
115.410713,14,3472.786672
97.891107,22,3473.384146
-2.766845,240,3479.840231
160.504829,70,3481.730651
132.07815,23,3482.397562
148.65131,81,3484.4708
101.803666,16,3484.888839
143.390877,84,3487.044752
114.063988,22,3487.589862
114.288333,32,3488.508987
168.229797,78,3490.569922
167.316601,116,3493.597315
182.341897,124,3496.793191
122.257814,22,3497.415184
90.613239,25,3498.037509
132.446294,31,3498.797447
129.786455,29,3499.59429
119.971648,27,3500.26486
183.056388,98,3502.906704
-23.59562,240,3509.228971
112.689623,218,3514.96328
-16.577548,240,3521.388806
150.064824,81,3523.631976
123.285386,157,3527.963392
126.870969,32,3528.788329
118.977046,21,3529.305026
156.969462,176,3534.020566
131.03089,33,3534.95291
161.881866,75,3536.962424
122.372251,16,3537.390864
-17.783746,240,3543.873966
82.846333,116,3546.854674
107.514452,17,3547.273086
148.921075,128,3550.713046
-12.540188,240,3557.139523
125.879042,18,3557.60486
-13.252909,240,3564.221013
-19.988107,240,3570.530743
151.819286,42,3571.711742
125.640833,18,3572.183228
124.942853,161,3576.475313
127.274591,47,3577.665955
145.85124,42,3578.833933
106.536133,20,3579.332611
112.92457,21,3579.856284
142.140698,39,3580.94076
141.895847,32,3581.737737
122.331209,16,3582.242919
119.27982,15,3582.614552
142.296559,42,3583.744541
128.693089,28,3584.512853
118.993245,21,3585.051687
138.564749,36,3586.005457
73.631324,26,3586.679419
-13.949085,240,3593.118022
121.431659,208,3598.681088
142.898872,54,3600.080589
5.329401,240,3606.709623
121.082341,27,3607.483021
117.571798,25,3608.096645
125.921555,26,3608.730298
97.395128,16,3609.121346
150.002054,43,3610.329567
124.099281,28,3611.281408
84.577892,85,3613.739007
112.644554,35,3614.673276
147.289539,48,3616.181345
-18.363275,240,3622.860763
160.968196,84,3625.058395
103.200082,19,3625.529824
-9.616986,240,3631.866908
131.973585,23,3632.456479
-13.512277,240,3638.920367
177.370835,77,3640.950497
-24.029137,240,3647.356326
132.446558,39,3648.455385
-2.226163,240,3654.693014
167.956745,65,3656.437074
140.294755,36,3657.422686
143.295112,209,3662.937071
130.756561,27,3663.651717
145.239045,142,3667.464781
128.835849,30,3668.304151
130.572258,34,3669.16707
108.880422,22,3669.751421
115.128865,14,3670.191954
163.518711,72,3672.08626
124.630546,29,3672.863149
128.690622,20,3673.389829
120.755017,37,3674.344203
146.347603,70,3676.157336
-12.374657,240,3682.505874
97.869364,15,3682.892789
108.676387,182,3687.755569
151.491396,43,3688.886539
128.705107,20,3689.38597
162.568794,115,3692.557764
10.080995,240,3698.950133
157.707547,116,3702.200208
-15.720863,240,3708.601555
135.477234,26,3709.290434
126.039466,18,3709.734902
133.249849,147,3713.677639
-155.313984,127,3717.723618
96.195728,28,3718.43057
132.623144,38,3719.609566
97.165813,22,3720.206467
-5.945864,240,3726.661514
-2.498241,240,3733.096482
150.109338,88,3735.414232
132.91081,31,3736.277571
136.003222,27,3736.964104
99.285417,22,3737.511637
131.738412,141,3741.16888
135.489557,35,3742.126881
-10.973242,240,3748.377642
157.55792,120,3751.629045
141.101663,106,3754.459949
-1.394474,240,3760.772263
156.185288,85,3763.134479
147.848864,129,3766.511668
87.077098,25,3767.188172
119.31576,15,3767.548373
-8.26434,240,3773.892562
155.970928,63,3775.536556
92.388865,15,3775.953115
129.454891,28,3776.743316
127.243142,31,3777.515803
19.01429,240,3783.924865
108.156891,20,3784.415311
115.924669,23,3785.021801
155.944696,159,3789.296387
126.571406,33,3790.141155
112.115737,34,3791.052442
145.191218,52,3792.478173
138.179707,51,3793.793806
-4.345064,240,3800.292199
142.439428,33,3801.125746
143.548795,90,3803.524822
107.834354,15,3803.923306
135.7179,27,3804.642811
-13.7223,240,3810.950242
113.364853,20,3811.455362
97.93656,53,3812.927209
123.312578,23,3813.528867
113.148449,20,3814.146505
99.496575,22,3814.727013
0.683532,240,3820.98075
130.106592,47,3822.296856
120.467724,34,3823.228896
121.956398,17,3823.651978
115.447585,18,3824.104273
76.5228,17,3824.522073
160.18482,76,3826.666281
-28.103815,240,3833.027622
124.981216,42,3834.134556
128.475029,60,3835.701616
129.01159,21,3836.223263
127.629397,42,3837.493671
93.524128,20,3838.107418
96.697702,22,3838.674583
155.078477,44,3839.895684
151.428262,41,3840.97421
122.864961,16,3841.401837
154.690061,97,3843.941796
135.380188,41,3845.097816
158.448338,96,3847.622138
110.872514,15,3847.973706
122.67568,16,3848.444982
-12.241657,240,3854.751709
122.817661,22,3855.296064
146.943993,42,3856.485636
4.621345,240,3863.008858
114.11401,23,3863.582147
147.538301,56,3865.079373
118.619989,16,3865.459651
168.479744,63,3867.145598
137.794451,66,3868.824882
151.580752,101,3871.432085
157.600423,60,3873.047762
119.523463,15,3873.407212
141.931811,127,3876.710388
75.087475,142,3880.42109
100.933782,33,3881.343663
154.984565,64,3883.077956
-15.411613,240,3889.216326
126.644258,54,3890.642207
160.529247,80,3892.742582
-160.391059,8,3892.925885
151.623582,67,3894.608458
99.411672,18,3895.035657
-4.713002,240,3901.433758
-11.711434,240,3907.701894
135.693013,27,3908.448602
126.041475,19,3908.908305
144.367399,86,3911.144632
149.893241,74,3913.092017
78.738628,96,3915.991987
-4.102926,240,3922.410434
121.048262,33,3923.368772
122.463784,23,3923.957815
127.260647,112,3927.008176
114.115304,24,3927.624701
151.095086,132,3931.109286
-11.90037,240,3937.629025
120.122686,45,3938.781891
101.502354,21,3939.430361
109.047838,22,3940.00825
113.51533,21,3940.552201
125.727759,33,3941.501096
109.31282,18,3941.987822
140.225106,42,3943.160037
113.996554,31,3943.972247
154.882698,44,3945.166691
-7.391744,240,3951.745363
119.848838,27,3952.531502
112.462089,35,3953.427596
168.960373,76,3955.47038
142.307041,33,3956.368166
152.322312,41,3957.515887
126.729304,229,3963.816222
-13.543557,240,3970.182813
-17.008235,240,3976.687747
-8.372046,240,3983.24139
114.558741,27,3983.960497
158.376343,130,3987.552981
137.344894,71,3989.558924
158.309965,49,3990.908316
129.071281,28,3991.639076
141.515255,33,3992.56854
-63.932841,240,3999.035472
109.18252,31,3999.958617
132.360113,35,4000.975948
126.227201,25,4001.626923
6.012869,240,4008.323441
-0.167801,240,4014.875313
-12.500669,240,4021.366063
144.904441,66,4023.171713
152.989408,59,4024.825922
119.660429,26,4025.497033
156.784988,61,4027.168476
122.868018,23,4027.780136
133.181186,31,4028.662905
179.786608,93,4031.193525
148.679017,38,4032.269173
132.040934,58,4033.9193
146.833796,49,4035.203518
143.998564,67,4037.044265
120.466104,26,4037.781521
115.790703,23,4038.385727
110.174559,18,4038.863114
135.712654,27,4039.646894
8.035965,240,4046.120979
142.222891,61,4047.757291
115.007676,14,4048.220623
-7.844916,240,4054.839872
131.191078,68,4056.691381
6.347226,240,4063.386514
6.141101,240,4069.777563
5.983506,240,4076.284891
139.041405,30,4077.102465
148.99644,38,4078.153156
106.038143,20,4078.63742
141.902022,79,4080.796
-4.506516,240,4087.601647
135.190548,26,4088.251838
-38.140895,240,4094.903091
160.552441,106,4097.712648
106.15335,20,4098.309723
-2.927026,240,4104.785871
129.51853,21,4105.425618
122.308542,16,4105.856824
135.076277,26,4106.532502
135.336706,38,4107.591954
-2.484805,240,4113.799145
101.199674,20,4114.379053
142.510895,33,4115.204311
122.616685,16,4115.603579
5.741091,240,4121.964756
170.54984,82,4124.129154
164.908776,75,4126.090122
120.616529,25,4126.709851
115.236141,36,4127.747701
112.516951,24,4128.353234
122.749812,16,4128.866012
118.429812,39,4129.837964
129.212897,21,4130.352194
131.678822,51,4131.694495
5.562339,240,4138.091116
139.122261,30,4138.864336
125.951555,19,4139.425781
155.240598,44,4140.561453
146.729723,49,4141.86771
134.388283,39,4142.88624
119.494067,22,4143.434018
-9.202367,240,4149.620025
115.913834,23,4150.26831
109.844949,18,4150.732786
125.785559,25,4151.341179
169.111954,89,4153.770773
150.839499,64,4155.393011
146.486248,48,4156.671966
160.849648,100,4159.337896
141.262367,72,4161.187745
127.208039,30,4161.942862
145.319176,74,4163.902117
162.039785,135,4167.490867
-13.756653,240,4173.814651
128.989879,28,4174.540316
160.290334,63,4176.232189
122.842059,24,4176.85403
148.578493,45,4178.029967
91.949518,69,4179.903564
120.466944,37,4180.89608
115.396365,14,4181.255364
143.423342,47,4182.54582
138.947909,61,4184.056986
139.165238,37,4185.080292
138.764546,30,4185.816059
157.775356,97,4188.411776
183.717516,79,4190.48546
97.63292,56,4191.955405
126.053854,33,4192.77643
135.629513,33,4193.671742
109.363644,18,4194.118479
114.362145,15,4194.518852
128.998602,35,4195.452415
-13.717187,240,4201.648961
119.514591,26,4202.304416
107.502656,25,4203.021701
129.093569,21,4203.55635
129.546689,36,4204.647499
148.089486,38,4205.719748
140.273,58,4207.211397
122.504289,16,4207.607265
98.525126,54,4208.995539
119.28691,15,4209.369904
85.746187,29,4210.198674
96.363025,20,4210.706555
142.146954,33,4211.509757
-5.050952,240,4217.877498
125.495052,32,4218.661854
132.579655,24,4219.332323
15.862407,240,4225.594479
122.448127,16,4226.004616
125.564865,32,4226.98173
118.091158,23,4227.565751
2.85038,240,4234.133378
-9.493339,240,4240.471342
-27.144696,240,4246.814454
119.372744,15,4247.215824
115.424805,14,4247.570775
-7.967082,240,4253.98214
-51.321165,240,4260.240504
123.799772,29,4261.06158
119.178526,26,4261.75085
115.173794,14,4262.103318
139.847912,38,4263.150653
119.490541,21,4263.715865
113.012679,21,4264.238437
138.347795,29,4265.036872
5.94665,240,4271.311915
122.419552,17,4271.815909
85.446124,27,4272.502791
8.773953,240,4278.952212
111.301489,26,4279.637694
117.894044,35,4280.528532
110.777783,27,4281.316658
118.922423,23,4281.918569
122.729828,23,4282.582664
118.835771,21,4283.129481
126.179822,18,4283.56754
132.619358,24,4284.195247
114.305544,22,4284.787905
-22.386301,240,4292.296562
139.332165,45,4293.433448
7.271959,240,4299.026778
154.510567,95,4301.686105
5.051103,240,4308.025058
137.371345,39,4309.050054
180.1169,85,4311.286068
77.372081,19,4311.795637
97.138876,24,4312.413848
104.825842,22,4313.047811
-1.58368,240,4319.446082
133.74107,68,4321.220392
122.444939,29,4322.024765
127.526879,31,4322.765569
125.281317,18,4323.195876
1.176984,240,4329.885286
-7.231265,240,4336.296419
139.998029,56,4337.842234
130.956552,50,4339.220369
125.785608,32,4340.031948
149.219866,47,4341.365765
115.717709,23,4341.953736
143.936783,39,4343.082026
113.527572,25,4343.708821
62.267902,118,4347.01465
101.575246,24,4347.633968
5.357989,240,4354.147652
-11.094004,240,4360.58517
119.255029,22,4361.2544
148.263718,45,4362.579651
125.893882,25,4363.271532
-7.325671,240,4369.811982
156.71474,65,4371.564054
158.657932,54,4373.050654
87.012093,19,4373.543594
151.510091,104,4376.366929
126.037086,25,4377.003762
-19.7584,240,4383.654498
129.546947,28,4384.463172
126.477081,63,4386.155967
141.380291,62,4387.787836
142.701414,73,4389.892349
110.992633,37,4390.84883
133.982521,59,4392.43877
147.069325,110,4395.376223
116.63713,24,4396.040731
127.515315,113,4399.040084
143.665241,45,4400.323859
-9.949913,240,4406.517246
146.23433,91,4408.966057
119.247062,21,4409.492034
151.873075,50,4410.831674
138.09491,50,4412.204017
109.518418,17,4412.636864
135.595614,27,4413.347472
113.966399,22,4413.998609
129.093272,21,4414.554898
135.300393,34,4415.515026
123.337267,110,4418.441267
0.754192,240,4425.114911
126.25583,62,4426.785965
97.747967,21,4427.317601
114.244817,22,4427.874689
151.500755,41,4428.994141
132.219239,70,4430.858022
-0.220542,240,4437.397842
132.913801,38,4438.454337
171.272144,67,4440.275708
169.935444,86,4442.586527
171.142598,112,4445.858295
119.510376,23,4446.469026
129.192164,21,4447.092574
123.146878,24,4447.725932
112.712938,20,4448.243182
121.518787,25,4448.960227
126.012773,19,4449.423575
101.206808,17,4449.876672
119.022014,21,4450.507677
112.848401,12,4450.836319
136.122314,34,4451.697063
127.23532,108,4454.669819
136.050178,34,4455.629894
129.383433,21,4456.161799
104.42172,19,4456.643663
157.921431,139,4460.537763
116.063245,24,4461.191294
106.739143,21,4461.781149
102.37406,25,4462.509721
116.767978,24,4463.132288
6.395999,240,4469.686682
103.825161,23,4470.289012
135.490363,34,4471.242335
125.821624,98,4473.879202
123.132197,24,4474.516947
151.722353,42,4475.661368
-14.604851,240,4482.186457
128.472385,50,4483.601907
115.430615,14,4484.056926
104.143873,191,4489.184652
97.066161,67,4491.01294
129.482359,21,4491.65373
121.059311,26,4492.317121
82.03707,22,4492.865662
78.724945,159,4497.270292
174.258519,142,4501.119773
-3.027063,240,4507.699818
5.568216,240,4514.189862
122.456994,16,4514.612642
152.005291,43,4515.814268
135.541283,47,4517.084969
122.625909,22,4517.674394
154.147016,90,4520.137325
-162.002853,240,4526.672077
116.779792,24,4527.329361
148.572546,47,4528.657152
119.264874,15,4529.050254
131.648199,52,4530.532382
-2.470706,240,4537.10853
160.82256,142,4541.051143
127.117272,33,4541.978992
96.419503,17,4542.50455
129.124634,21,4543.074418
141.111695,67,4544.876364
145.842537,36,4545.819012
148.558974,38,4546.879501
95.112386,32,4547.684205
159.537163,63,4549.39213
-8.519545,240,4555.916509
125.294189,27,4556.692334
129.286816,35,4557.642067
129.250594,21,4558.211512
88.527858,19,4558.778543
126.615625,50,4560.046095
151.865899,89,4562.535479
133.926979,36,4563.453729
120.548106,26,4564.201036
122.361144,16,4564.626048
120.477984,37,4565.775384
109.846068,18,4566.264886
156.282055,100,4568.9935
137.598982,41,4570.062655
121.381933,25,4570.81096
145.409488,54,4572.316575
132.838514,31,4573.126372
134.043218,36,4574.155273
-8.184791,240,4580.658761
2.018112,240,4587.265089
68.758891,36,4588.190517
-8.318614,240,4594.790171
-4.984881,240,4601.41374
104.376298,22,4602.11492
142.323586,39,4603.171898
141.314993,62,4604.872952
114.12646,31,4605.766806
108.811681,31,4606.562743
-152.894842,33,4607.492416
-16.632927,240,4613.947961
137.893201,59,4615.55646
138.579273,231,4621.660234
135.909483,49,4622.998172
-35.377914,240,4629.593965
127.33173,30,4630.468385
-10.20037,240,4636.962599
145.282733,35,4637.947233
160.270293,81,4640.13572
-19.18304,240,4646.744992
153.53661,82,4649.016845
1.084915,240,4655.64281
132.931342,31,4656.451753
150.935809,72,4658.520223
132.328104,39,4659.524804
142.009056,39,4660.619734
140.812795,62,4662.419523
141.81838,32,4663.318212
-8.778215,240,4669.928261
119.322263,15,4670.308239
96.295914,17,4670.814661
141.900738,60,4672.410499
109.327422,32,4673.293065
110.170118,29,4674.058747
-4.62822,240,4680.54392
149.233559,74,4682.52567
125.69989,45,4683.786193
98.704966,20,4684.329153
123.238486,30,4685.313745
123.164958,23,4685.907855
109.475144,18,4686.363639
-1.862856,240,4692.893594
-6.847163,240,4699.309392
139.272968,30,4700.127728
97.368036,18,4700.582871
122.233751,16,4700.994095
152.214445,43,4702.195411
109.214978,18,4702.644063
132.209378,24,4703.300325
133.80568,36,4704.292184
142.028311,63,4705.976207
118.284853,23,4706.565471
116.647352,24,4707.265228
113.318229,21,4707.817078
116.598171,31,4708.635884
122.34999,16,4709.137715
118.465682,170,4713.782701
143.561206,86,4716.138827
119.976808,27,4716.921191
122.360874,16,4717.337799
122.840404,29,4718.106671
161.226876,83,4720.43642
-2.216818,240,4726.904945
120.756689,26,4727.645494
132.207768,24,4728.254778
129.319922,21,4728.788804
140.291442,81,4731.13835
130.181695,31,4731.949781
135.913975,27,4732.6556
147.961109,123,4736.080024
105.707575,18,4736.625582
-45.487256,240,4743.123569
143.706374,38,4744.215088
